Giorno	Mese	Anno	Stazione	Temp_max	Temp_min	Temp_med	Hum_max	Hum_min	Hum_med	Rain_mm	Wind_int	Wind_dir
16	1	2017	 Campobasso, Guardialfiera e Termoli	4.6	0.9	2.8	NA	NA	89.0	9.33	12.43	NW
17	1	2017	 Campobasso, Guardialfiera e Termoli	5.9	2.07	3.9	NA	NA	91.33	12.13	9.3	N
18	1	2017	 Campobasso, Guardialfiera e Termoli	5.5	2.4	3.87	NA	NA	95.33	39.13	15.4	NV
19	1	2017	 Campobasso, Guardialfiera e Termoli	3.9	2.3	3.07	NA	NA	93.33	22.07	16.93	NV
20	1	2017	 Campobasso, Guardialfiera e Termoli	5.0	3.53	4.13	NA	NA	93.67	2.33	6.3	NV
21	1	2017	 Campobasso, Guardialfiera e Termoli	6.9	4.23	5.33	NA	NA	95.33	2.47	3.33	NNE
22	1	2017	 Campobasso, Guardialfiera e Termoli	6.87	5.13	5.83	NA	NA	95.0	2.2	5.07	NE
23	1	2017	 Campobasso, Guardialfiera e Termoli	7.0	5.03	6.23	NA	NA	92.67	7.47	8.23	NNW
24	1	2017	 Campobasso, Guardialfiera e Termoli	7.13	3.7	5.87	NA	NA	87.67	3.4	8.57	NNW
25	1	2017	 Campobasso, Guardialfiera e Termoli	6.87	2.3	4.7	NA	NA	82.0	0.0	8.43	WNW
26	1	2017	 Campobasso, Guardialfiera e Termoli	7.13	0.3	3.33	NA	NA	83.67	0.0	5.0	WNW
27	1	2017	 Campobasso, Guardialfiera e Termoli	7.67	1.17	3.9	NA	NA	81.67	0.07	4.97	ESE
28	1	2017	 Campobasso, Guardialfiera e Termoli	8.23	1.13	4.2	NA	NA	83.33	0.07	4.17	SW
29	1	2017	 Campobasso, Guardialfiera e Termoli	9.87	2.03	5.73	NA	NA	79.0	0.0	3.97	SW
30	1	2017	 Campobasso, Guardialfiera e Termoli	11.17	1.5	5.57	NA	NA	73.67	0.0	1024.27	SW
31	1	2017	 Campobasso, Guardialfiera e Termoli	12.9	3.13	7.83	NA	NA	71.67	0.0	1022.93	SW
1	2	2017	 Campobasso, Guardialfiera e Termoli	15.27	7.6	11.23	NA	NA	70.33	0.07	12.5	S
2	2	2017	 Campobasso, Guardialfiera e Termoli	14.6	8.83	11.6	NA	NA	66.0	0.0	10.47	S
3	2	2017	 Campobasso, Guardialfiera e Termoli	15.93	10.63	13.13	NA	NA	65.33	0.0	14.07	S
4	2	2017	 Campobasso, Guardialfiera e Termoli	16.07	11.5	13.8	NA	NA	62.33	0.13	15.57	S
5	2	2017	 Campobasso, Guardialfiera e Termoli	16.2	11.1	13.5	NA	NA	69.33	0.47	13.4	SSE
6	2	2017	 Campobasso, Guardialfiera e Termoli	13.53	7.2	10.03	NA	NA	78.0	0.67	10.83	SSE
7	2	2017	 Campobasso, Guardialfiera e Termoli	10.37	5.4	7.37	NA	NA	88.33	2.2	8.37	NW
8	2	2017	 Campobasso, Guardialfiera e Termoli	8.43	5.03	6.67	NA	NA	82.33	0.53	3.33	E
9	2	2017	 Campobasso, Guardialfiera e Termoli	7.6	4.87	6.07	NA	NA	92.0	3.8	6.07	ESE
10	2	2017	 Campobasso, Guardialfiera e Termoli	11.13	7.27	9.0	NA	NA	93.67	9.93	5.83	SE
11	2	2017	 Campobasso, Guardialfiera e Termoli	11.43	6.97	8.73	NA	NA	91.33	0.0	3.8	SSE
12	2	2017	 Campobasso, Guardialfiera e Termoli	10.9	7.8	8.97	NA	NA	89.67	0.07	2.37	SSE
13	2	2017	 Campobasso, Guardialfiera e Termoli	10.67	7.2	8.67	NA	NA	88.33	0.0	4.3	ESE
14	2	2017	 Campobasso, Guardialfiera e Termoli	9.73	5.1	7.53	NA	NA	86.33	0.0	8.27	SW
15	2	2017	 Campobasso, Guardialfiera e Termoli	11.07	3.13	6.67	NA	NA	80.0	0.07	5.67	WNW
16	2	2017	 Campobasso, Guardialfiera e Termoli	14.87	4.5	8.8	NA	NA	62.33	0.0	5.37	S
17	2	2017	 Campobasso, Guardialfiera e Termoli	13.87	4.37	8.67	NA	NA	73.0	0.0	6.8	SW
18	2	2017	 Campobasso, Guardialfiera e Termoli	9.47	4.47	7.47	NA	NA	82.67	3.0	10.67	WSW
19	2	2017	 Campobasso, Guardialfiera e Termoli	9.83	3.67	6.3	NA	NA	77.0	0.0	10.03	W
20	2	2017	 Campobasso, Guardialfiera e Termoli	10.97	2.5	6.1	NA	NA	75.33	0.0	5.9	S
21	2	2017	 Campobasso, Guardialfiera e Termoli	15.2	2.4	8.3	NA	NA	62.33	0.0	6.7	S
22	2	2017	 Campobasso, Guardialfiera e Termoli	15.63	4.7	9.37	NA	NA	71.33	0.0	6.8	WSW
23	2	2017	 Campobasso, Guardialfiera e Termoli	15.33	5.57	10.1	NA	NA	74.0	0.0	6.5	SSW
24	2	2017	 Campobasso, Guardialfiera e Termoli	18.4	10.03	13.67	NA	NA	64.0	0.47	14.73	S
25	2	2017	 Campobasso, Guardialfiera e Termoli	14.87	6.03	8.77	NA	NA	87.33	8.73	17.87	NW
26	2	2017	 Campobasso, Guardialfiera e Termoli	11.43	6.87	8.6	NA	NA	76.0	0.0	6.63	SW
27	2	2017	 Campobasso, Guardialfiera e Termoli	16.5	5.53	10.77	NA	NA	78.0	0.0	5.67	ESE
28	2	2017	 Campobasso, Guardialfiera e Termoli	17.4	8.73	13.0	NA	NA	62.67	0.13	15.4	S
1	3	2017	 Campobasso, Guardialfiera e Termoli	16.13	6.33	11.5	NA	NA	68.0	0.27	12.73	ESE
2	3	2017	 Campobasso, Guardialfiera e Termoli	16.07	5.63	10.6	NA	NA	66.0	0.0	9.03	ESE
3	3	2017	 Campobasso, Guardialfiera e Termoli	15.7	6.63	11.07	NA	NA	72.33	0.0	6.83	SSE
4	3	2017	 Campobasso, Guardialfiera e Termoli	18.47	8.07	13.47	NA	NA	63.33	0.33	13.5	SE
5	3	2017	 Campobasso, Guardialfiera e Termoli	14.73	8.47	11.5	NA	NA	70.33	1.6	11.53	SE
6	3	2017	 Campobasso, Guardialfiera e Termoli	16.97	8.9	11.77	NA	NA	63.0	0.33	16.4	SE
7	3	2017	 Campobasso, Guardialfiera e Termoli	12.53	5.37	7.97	NA	NA	85.67	14.93	20.73	NW
8	3	2017	 Campobasso, Guardialfiera e Termoli	10.57	6.07	8.5	NA	NA	76.67	4.0	33.23	NW
9	3	2017	 Campobasso, Guardialfiera e Termoli	14.4	7.13	10.83	NA	NA	54.33	0.0	14.4	NW
10	3	2017	 Campobasso, Guardialfiera e Termoli	14.13	6.37	10.03	NA	NA	63.67	0.47	17.43	WNW
11	3	2017	 Campobasso, Guardialfiera e Termoli	9.87	5.93	8.23	NA	NA	68.0	0.07	26.57	WNW
12	3	2017	 Campobasso, Guardialfiera e Termoli	12.43	3.77	7.53	NA	NA	68.67	0.0	8.97	NW
13	3	2017	 Campobasso, Guardialfiera e Termoli	10.67	3.7	6.87	NA	NA	71.67	0.0	9.83	NNW
14	3	2017	 Campobasso, Guardialfiera e Termoli	12.57	3.37	7.83	NA	NA	67.67	0.0	11.37	WNW
15	3	2017	 Campobasso, Guardialfiera e Termoli	11.97	5.87	8.63	NA	NA	70.67	0.0	12.23	NNW
16	3	2017	 Campobasso, Guardialfiera e Termoli	13.3	6.1	9.7	NA	NA	65.33	0.0	12.83	ESE
17	3	2017	 Campobasso, Guardialfiera e Termoli	19.57	6.9	13.0	NA	NA	52.67	0.0	8.4	SSE
18	3	2017	 Campobasso, Guardialfiera e Termoli	20.63	10.43	15.17	NA	NA	51.0	0.0	20.63	WSW
19	3	2017	 Campobasso, Guardialfiera e Termoli	19.73	10.33	14.23	NA	NA	64.67	0.0	9.47	SSE
20	3	2017	 Campobasso, Guardialfiera e Termoli	17.1	9.37	12.83	NA	NA	81.0	0.0	6.37	ESE
21	3	2017	 Campobasso, Guardialfiera e Termoli	17.27	9.0	12.53	NA	NA	84.0	0.07	6.1	NE
22	3	2017	 Campobasso, Guardialfiera e Termoli	17.53	9.37	12.83	NA	NA	82.33	0.0	5.67	SSW
23	3	2017	 Campobasso, Guardialfiera e Termoli	18.23	9.63	13.57	NA	NA	76.33	0.0	7.5	ESE
24	3	2017	 Campobasso, Guardialfiera e Termoli	17.07	9.6	12.87	NA	NA	79.33	0.13	5.1	ESE
25	3	2017	 Campobasso, Guardialfiera e Termoli	19.63	9.1	14.03	NA	NA	72.0	0.0	6.2	NE
26	3	2017	 Campobasso, Guardialfiera e Termoli	16.9	10.27	13.17	NA	NA	73.0	0.07	11.57	SSW
27	3	2017	 Campobasso, Guardialfiera e Termoli	11.07	5.9	8.63	NA	NA	69.67	2.47	14.9	NNW
28	3	2017	 Campobasso, Guardialfiera e Termoli	13.87	5.07	9.2	NA	NA	66.0	0.0	9.07	NE
29	3	2017	 Campobasso, Guardialfiera e Termoli	16.43	7.23	12.43	NA	NA	60.0	0.0	9.33	N
30	3	2017	 Campobasso, Guardialfiera e Termoli	18.53	9.53	14.27	NA	NA	54.0	0.0	12.67	W
31	3	2017	 Campobasso, Guardialfiera e Termoli	20.17	10.7	15.13	NA	NA	55.67	0.0	7.77	WSW
1	4	2017	 Campobasso, Guardialfiera e Termoli	23.67	10.57	15.87	NA	NA	53.33	0.0	6.97	SSW
2	4	2017	 Campobasso, Guardialfiera e Termoli	19.03	9.0	13.67	NA	NA	64.0	0.87	6.53	SSE
3	4	2017	 Campobasso, Guardialfiera e Termoli	14.03	9.77	11.3	NA	NA	86.0	7.27	11.33	NE
4	4	2017	 Campobasso, Guardialfiera e Termoli	17.5	8.07	12.57	NA	NA	74.67	0.07	6.13	ENE
5	4	2017	 Campobasso, Guardialfiera e Termoli	16.23	8.27	12.07	NA	NA	80.33	0.0	5.8	NE
6	4	2017	 Campobasso, Guardialfiera e Termoli	17.67	8.1	11.57	NA	NA	81.33	3.93	6.23	W
7	4	2017	 Campobasso, Guardialfiera e Termoli	14.13	8.0	11.33	NA	NA	69.0	0.47	9.43	NW
8	4	2017	 Campobasso, Guardialfiera e Termoli	17.37	7.33	12.33	NA	NA	59.67	0.0	7.73	E
9	4	2017	 Campobasso, Guardialfiera e Termoli	18.17	8.63	13.47	NA	NA	61.67	0.0	7.77	E
10	4	2017	 Campobasso, Guardialfiera e Termoli	21.33	8.97	14.87	NA	NA	60.67	0.0	6.47	SE
11	4	2017	 Campobasso, Guardialfiera e Termoli	22.23	10.87	15.13	NA	NA	66.0	2.73	7.5	SSE
12	4	2017	 Campobasso, Guardialfiera e Termoli	18.13	10.27	14.17	NA	NA	74.67	0.0	9.1	NNW
13	4	2017	 Campobasso, Guardialfiera e Termoli	22.9	11.53	16.17	NA	NA	68.0	0.0	9.3	SSE
14	4	2017	 Campobasso, Guardialfiera e Termoli	21.7	11.6	16.33	NA	NA	65.33	0.0	9.27	SSE
15	4	2017	 Campobasso, Guardialfiera e Termoli	21.07	10.9	15.7	NA	NA	69.0	0.0	8.6	SSE
16	4	2017	 Campobasso, Guardialfiera e Termoli	15.9	10.6	13.73	NA	NA	83.33	1.2	10.43	NNW
17	4	2017	 Campobasso, Guardialfiera e Termoli	13.93	9.3	11.7	NA	NA	77.67	8.0	12.8	N
18	4	2017	 Campobasso, Guardialfiera e Termoli	20.13	6.2	13.07	NA	NA	69.0	1.33	14.83	WNW
19	4	2017	 Campobasso, Guardialfiera e Termoli	8.43	4.27	6.2	NA	NA	83.0	6.33	17.23	NW
20	4	2017	 Campobasso, Guardialfiera e Termoli	9.4	2.77	6.0	NA	NA	72.33	2.0	18.8	NW
21	4	2017	 Campobasso, Guardialfiera e Termoli	8.77	3.67	6.3	NA	NA	69.33	0.0	15.27	NNE
22	4	2017	 Campobasso, Guardialfiera e Termoli	14.97	2.6	8.9	NA	NA	57.0	0.0	8.5	WSW
23	4	2017	 Campobasso, Guardialfiera e Termoli	17.63	8.03	12.6	NA	NA	67.0	0.0	8.5	SSE
24	4	2017	 Campobasso, Guardialfiera e Termoli	19.63	8.17	13.8	NA	NA	69.67	0.0	6.67	ESE
25	4	2017	 Campobasso, Guardialfiera e Termoli	22.17	8.27	15.1	NA	NA	48.33	0.0	7.33	SSE
26	4	2017	 Campobasso, Guardialfiera e Termoli	23.43	10.17	18.37	NA	NA	45.67	0.0	13.63	SSE
27	4	2017	 Campobasso, Guardialfiera e Termoli	22.5	15.57	19.1	NA	NA	48.0	0.0	13.67	S
28	4	2017	 Campobasso, Guardialfiera e Termoli	21.2	13.2	17.17	NA	NA	61.67	0.2	12.73	SE
29	4	2017	 Campobasso, Guardialfiera e Termoli	14.9	4.37	7.13	NA	NA	54.67	0.4	8.4	NNE
30	4	2017	 Campobasso, Guardialfiera e Termoli	15.5	6.6	11.13	NA	NA	70.33	0.0	10.8	N
1	5	2017	 Campobasso, Guardialfiera e Termoli	20.47	7.7	14.13	NA	NA	60.67	0.0	10.63	SSW
2	5	2017	 Campobasso, Guardialfiera e Termoli	17.2	11.93	14.33	NA	NA	67.33	0.0	6.57	SSE
3	5	2017	 Campobasso, Guardialfiera e Termoli	18.37	10.87	13.57	NA	NA	76.0	6.73	4.87	WNW
4	5	2017	 Campobasso, Guardialfiera e Termoli	20.33	10.73	15.1	NA	NA	75.0	0.93	5.6	ENE
5	5	2017	 Campobasso, Guardialfiera e Termoli	18.5	11.87	15.13	NA	NA	75.0	0.07	7.43	NE
6	5	2017	 Campobasso, Guardialfiera e Termoli	19.6	10.63	15.0	NA	NA	75.67	0.53	6.2	W
7	5	2017	 Campobasso, Guardialfiera e Termoli	20.53	11.13	15.5	NA	NA	72.0	14.2	10.73	SSW
8	5	2017	 Campobasso, Guardialfiera e Termoli	17.57	10.93	13.87	NA	NA	83.67	10.07	9.57	WSW
9	5	2017	 Campobasso, Guardialfiera e Termoli	17.3	11.37	13.6	NA	NA	83.67	3.2	9.5	WSW
10	5	2017	 Campobasso, Guardialfiera e Termoli	19.97	10.1	14.77	NA	NA	79.67	0.13	7.77	ENE
11	5	2017	 Campobasso, Guardialfiera e Termoli	26.67	12.7	18.73	NA	NA	70.33	0.0	6.1	E
12	5	2017	 Campobasso, Guardialfiera e Termoli	23.83	16.57	19.77	NA	NA	70.33	0.0	8.33	WSW
13	5	2017	 Campobasso, Guardialfiera e Termoli	23.83	14.93	19.37	NA	NA	66.33	0.0	8.83	ESE
14	5	2017	 Campobasso, Guardialfiera e Termoli	24.93	14.23	19.37	NA	NA	65.33	0.0	6.43	SE
15	5	2017	 Campobasso, Guardialfiera e Termoli	22.63	14.73	17.97	NA	NA	75.0	0.87	8.0	SSE
16	5	2017	 Campobasso, Guardialfiera e Termoli	20.57	13.9	17.63	NA	NA	73.0	0.0	17.5	N
17	5	2017	 Campobasso, Guardialfiera e Termoli	21.23	15.2	18.43	NA	NA	65.0	0.0	15.77	N
18	5	2017	 Campobasso, Guardialfiera e Termoli	23.3	13.8	18.33	NA	NA	61.33	0.0	8.9	NNE
19	5	2017	 Campobasso, Guardialfiera e Termoli	25.27	14.3	19.9	NA	NA	58.67	0.0	9.6	S
20	5	2017	 Campobasso, Guardialfiera e Termoli	22.57	12.63	16.83	NA	NA	73.67	5.07	10.03	S
21	5	2017	 Campobasso, Guardialfiera e Termoli	17.83	11.97	15.2	NA	NA	79.67	1.07	20.53	NNW
22	5	2017	 Campobasso, Guardialfiera e Termoli	22.93	13.37	18.0	NA	NA	68.33	0.0	8.67	NNW
23	5	2017	 Campobasso, Guardialfiera e Termoli	24.43	15.0	18.77	NA	NA	72.33	2.2	6.67	WSW
24	5	2017	 Campobasso, Guardialfiera e Termoli	25.0	14.77	19.73	NA	NA	65.0	0.0	6.33	SW
25	5	2017	 Campobasso, Guardialfiera e Termoli	18.97	13.13	16.43	NA	NA	79.33	8.53	12.7	NNE
26	5	2017	 Campobasso, Guardialfiera e Termoli	19.43	12.63	16.57	NA	NA	68.67	0.0	18.63	NNW
27	5	2017	 Campobasso, Guardialfiera e Termoli	21.13	13.07	17.63	NA	NA	64.0	0.0	16.93	NNW
28	5	2017	 Campobasso, Guardialfiera e Termoli	21.87	14.47	18.53	NA	NA	63.67	0.0	12.87	NNW
29	5	2017	 Campobasso, Guardialfiera e Termoli	25.47	14.4	20.07	NA	NA	59.0	0.0	6.77	SE
30	5	2017	 Campobasso, Guardialfiera e Termoli	27.07	15.07	20.83	NA	NA	60.0	0.0	7.33	SSW
31	5	2017	 Campobasso, Guardialfiera e Termoli	27.17	17.1	21.57	NA	NA	66.33	0.0	7.0	SW
1	6	2017	 Campobasso, Guardialfiera e Termoli	27.6	17.3	21.97	NA	NA	71.33	0.0	6.33	SE
2	6	2017	 Campobasso, Guardialfiera e Termoli	26.87	17.4	22.57	NA	NA	69.0	0.0	6.5	SSE
3	6	2017	 Campobasso, Guardialfiera e Termoli	27.13	16.23	21.83	NA	NA	60.0	0.0	6.83	ESE
4	6	2017	 Campobasso, Guardialfiera e Termoli	28.7	17.6	22.87	NA	NA	58.67	0.0	7.53	SSE
5	6	2017	 Campobasso, Guardialfiera e Termoli	27.6	18.17	22.8	NA	NA	65.67	0.0	7.03	ENE
6	6	2017	 Campobasso, Guardialfiera e Termoli	27.17	19.23	22.87	NA	NA	62.33	0.0	9.87	SSE
7	6	2017	 Campobasso, Guardialfiera e Termoli	27.47	17.97	22.37	NA	NA	65.33	0.0	8.57	W
8	6	2017	 Campobasso, Guardialfiera e Termoli	22.5	17.1	19.93	NA	NA	70.67	0.0	12.03	SW
9	6	2017	 Campobasso, Guardialfiera e Termoli	25.47	14.9	20.17	NA	NA	61.33	0.0	7.27	ENE
10	6	2017	 Campobasso, Guardialfiera e Termoli	27.4	16.63	21.67	NA	NA	62.33	0.0	7.33	ENE
11	6	2017	 Campobasso, Guardialfiera e Termoli	24.37	16.87	21.17	NA	NA	56.33	0.0	13.9	ESE
12	6	2017	 Campobasso, Guardialfiera e Termoli	27.67	15.77	21.73	NA	NA	52.33	0.0	8.07	SSE
13	6	2017	 Campobasso, Guardialfiera e Termoli	29.33	18.5	24.17	NA	NA	56.67	0.0	7.63	SSE
14	6	2017	 Campobasso, Guardialfiera e Termoli	31.63	20.57	25.7	NA	NA	60.33	0.0	7.67	SSE
15	6	2017	 Campobasso, Guardialfiera e Termoli	28.3	20.83	23.5	NA	NA	75.67	1.53	6.87	ENE
16	6	2017	 Campobasso, Guardialfiera e Termoli	28.67	18.97	23.87	NA	NA	75.0	3.53	6.7	NE
17	6	2017	 Campobasso, Guardialfiera e Termoli	26.6	19.37	22.87	NA	NA	75.33	0.0	10.8	NNW
18	6	2017	 Campobasso, Guardialfiera e Termoli	22.33	17.8	20.2	NA	NA	61.33	0.0	20.03	NNE
19	6	2017	 Campobasso, Guardialfiera e Termoli	24.93	16.4	21.3	NA	NA	61.0	0.0	14.43	NW
20	6	2017	 Campobasso, Guardialfiera e Termoli	29.13	16.73	23.0	NA	NA	57.33	0.0	7.33	SW
21	6	2017	 Campobasso, Guardialfiera e Termoli	29.37	19.6	24.73	NA	NA	57.33	0.0	7.67	SW
22	6	2017	 Campobasso, Guardialfiera e Termoli	30.6	20.7	25.57	NA	NA	59.0	0.0	8.1	SSW
23	6	2017	 Campobasso, Guardialfiera e Termoli	33.1	21.37	26.97	NA	NA	56.67	0.0	9.1	SSW
24	6	2017	 Campobasso, Guardialfiera e Termoli	32.63	21.83	27.27	NA	NA	58.0	0.0	8.07	ESE
25	6	2017	 Campobasso, Guardialfiera e Termoli	34.5	22.43	27.7	NA	NA	62.33	0.0	11.6	WSW
26	6	2017	 Campobasso, Guardialfiera e Termoli	29.6	21.4	25.57	NA	NA	69.67	0.0	6.43	ENE
27	6	2017	 Campobasso, Guardialfiera e Termoli	35.63	21.83	27.6	NA	NA	57.33	0.0	11.13	ESE
28	6	2017	 Campobasso, Guardialfiera e Termoli	31.87	23.27	26.6	NA	NA	59.0	0.6	12.77	SSW
29	6	2017	 Campobasso, Guardialfiera e Termoli	31.5	13.17	16.77	NA	NA	32.33	0.0	11.8	SW
30	6	2017	 Campobasso, Guardialfiera e Termoli	34.27	19.9	25.73	NA	NA	53.0	0.0	10.9	WSW
1	7	2017	 Campobasso, Guardialfiera e Termoli	25.17	18.43	21.87	NA	NA	68.67	0.0	8.1	NE
2	7	2017	 Campobasso, Guardialfiera e Termoli	24.13	17.47	20.3	NA	NA	68.33	2.33	8.4	NW
3	7	2017	 Campobasso, Guardialfiera e Termoli	25.2	17.33	21.7	NA	NA	61.0	0.0	18.07	NNW
4	7	2017	 Campobasso, Guardialfiera e Termoli	26.4	17.03	22.2	NA	NA	53.67	0.0	10.6	NE
5	7	2017	 Campobasso, Guardialfiera e Termoli	29.23	18.33	24.07	NA	NA	50.0	0.0	7.87	ENE
6	7	2017	 Campobasso, Guardialfiera e Termoli	31.67	20.43	25.97	NA	NA	50.67	0.0	7.47	NE
7	7	2017	 Campobasso, Guardialfiera e Termoli	34.07	21.3	27.6	NA	NA	44.67	0.0	7.17	SW
8	7	2017	 Campobasso, Guardialfiera e Termoli	32.87	22.3	27.6	NA	NA	48.33	0.0	6.43	SSO
9	7	2017	 Campobasso, Guardialfiera e Termoli	33.37	22.47	27.9	NA	NA	49.67	0.0	7.27	ENE
10	7	2017	 Campobasso, Guardialfiera e Termoli	36.2	24.7	29.9	NA	NA	31.0	0.0	13.23	WSW
11	7	2017	 Campobasso, Guardialfiera e Termoli	33.3	22.7	28.3	NA	NA	34.67	0.0	10.07	SSW
12	7	2017	 Campobasso, Guardialfiera e Termoli	34.67	22.23	27.87	NA	NA	44.67	0.0	8.23	SW
13	7	2017	 Campobasso, Guardialfiera e Termoli	31.0	22.8	26.87	NA	NA	58.0	0.0	8.87	WSW
14	7	2017	 Campobasso, Guardialfiera e Termoli	31.53	20.13	24.53	NA	NA	70.33	3.2	7.93	WSW
15	7	2017	 Campobasso, Guardialfiera e Termoli	25.8	19.4	22.63	NA	NA	71.67	0.73	11.87	NNE
1	8	2017	 Campobasso, Guardialfiera e Termoli	32.63	23.1	27.9	NA	NA	60.0	0.0	8.17	NW
2	8	2017	 Campobasso, Guardialfiera e Termoli	36.33	23.8	30.2	NA	NA	40.67	0.0	7.47	NW
3	8	2017	 Campobasso, Guardialfiera e Termoli	35.77	25.53	30.63	NA	NA	40.67	0.0	7.53	NNE
4	8	2017	 Campobasso, Guardialfiera e Termoli	38.27	26.1	32.77	NA	NA	38.67	0.0	6.67	SSW
5	8	2017	 Campobasso, Guardialfiera e Termoli	37.23	26.23	31.33	NA	NA	42.67	0.0	6.93	SW
6	8	2017	 Campobasso, Guardialfiera e Termoli	36.23	24.8	30.5	NA	NA	42.0	0.0	8.23	NE
7	8	2017	 Campobasso, Guardialfiera e Termoli	30.13	24.13	27.4	NA	NA	64.0	0.0	12.47	NW
8	8	2017	 Campobasso, Guardialfiera e Termoli	33.47	21.93	27.73	NA	NA	61.33	0.0	6.77	NE
9	8	2017	 Campobasso, Guardialfiera e Termoli	37.77	24.5	30.8	NA	NA	43.0	0.0	8.53	SSW
10	8	2017	 Campobasso, Guardialfiera e Termoli	38.63	26.17	31.57	NA	NA	36.0	0.0	9.43	SSW
11	8	2017	 Campobasso, Guardialfiera e Termoli	32.7	23.27	27.57	NA	NA	51.67	0.0	13.57	SSW
12	8	2017	 Campobasso, Guardialfiera e Termoli	26.73	14.7	20.8	NA	NA	58.33	12.4	14.7	SSW
13	8	2017	 Campobasso, Guardialfiera e Termoli	24.77	16.9	21.17	NA	NA	64.67	0.27	16.47	NNW
14	8	2017	 Campobasso, Guardialfiera e Termoli	26.2	18.0	22.37	NA	NA	58.0	0.0	11.33	NNW
15	8	2017	 Campobasso, Guardialfiera e Termoli	28.53	19.07	23.87	NA	NA	50.67	0.0	11.53	NNW
16	8	2017	 Campobasso, Guardialfiera e Termoli	30.1	19.83	25.1	NA	NA	52.67	0.0	9.43	NNW
17	8	2017	 Campobasso, Guardialfiera e Termoli	29.5	20.43	25.33	NA	NA	52.33	0.0	11.37	NNW
18	8	2017	 Campobasso, Guardialfiera e Termoli	31.6	21.37	26.33	NA	NA	50.33	0.0	7.1	NW
19	8	2017	 Campobasso, Guardialfiera e Termoli	33.57	22.7	27.93	NA	NA	48.33	0.0	8.93	NE
20	8	2017	 Campobasso, Guardialfiera e Termoli	30.1	21.73	25.27	NA	NA	60.67	2.07	15.13	N
21	8	2017	 Campobasso, Guardialfiera e Termoli	24.37	19.03	21.87	NA	NA	59.67	0.0	20.3	N
22	8	2017	 Campobasso, Guardialfiera e Termoli	23.27	17.4	20.9	NA	NA	53.33	0.0	13.83	N
23	8	2017	 Campobasso, Guardialfiera e Termoli	27.37	15.7	21.37	NA	NA	54.0	0.0	7.37	NE
24	8	2017	 Campobasso, Guardialfiera e Termoli	31.03	18.3	24.53	NA	NA	49.0	0.0	7.27	NE
25	8	2017	 Campobasso, Guardialfiera e Termoli	31.33	20.63	25.57	NA	NA	50.33	1.07	7.0	NE
26	8	2017	 Campobasso, Guardialfiera e Termoli	31.53	20.87	25.37	NA	NA	49.33	0.0	6.47	NW
27	8	2017	 Campobasso, Guardialfiera e Termoli	32.23	21.47	26.6	NA	NA	47.67	0.0	6.93	NW
28	8	2017	 Campobasso, Guardialfiera e Termoli	32.43	21.83	26.67	NA	NA	54.0	0.0	9.5	NW
29	8	2017	 Campobasso, Guardialfiera e Termoli	26.87	20.17	23.77	NA	NA	62.67	0.0	13.57	NE
30	8	2017	 Campobasso, Guardialfiera e Termoli	28.5	18.03	23.0	NA	NA	57.33	0.0	7.17	E
31	8	2017	 Campobasso, Guardialfiera e Termoli	31.67	19.67	25.5	NA	NA	51.67	0.0	8.03	ENE
1	9	2017	 Campobasso, Guardialfiera e Termoli	29.8	22.27	25.03	NA	NA	63.67	3.73	10.1	WSW
2	9	2017	 Campobasso, Guardialfiera e Termoli	26.83	18.57	22.93	NA	NA	66.33	10.67	12.07	S
3	9	2017	 Campobasso, Guardialfiera e Termoli	22.6	14.03	18.27	NA	NA	61.0	0.33	14.83	WSW
4	9	2017	 Campobasso, Guardialfiera e Termoli	24.17	13.43	18.43	NA	NA	64.33	0.0	6.9	ENE
5	9	2017	 Campobasso, Guardialfiera e Termoli	25.37	15.73	20.4	NA	NA	60.33	0.0	6.53	NNW
6	9	2017	 Campobasso, Guardialfiera e Termoli	27.77	16.6	22.13	NA	NA	58.0	0.0	8.37	SW
7	9	2017	 Campobasso, Guardialfiera e Termoli	27.6	18.47	22.63	NA	NA	63.33	0.0	12.6	WSW
8	9	2017	 Campobasso, Guardialfiera e Termoli	24.97	18.03	21.07	NA	NA	72.67	1.33	7.5	NNW
9	9	2017	 Campobasso, Guardialfiera e Termoli	28.23	17.33	21.8	NA	NA	59.33	0.0	12.17	SSE
10	9	2017	 Campobasso, Guardialfiera e Termoli	30.27	17.17	20.97	NA	NA	69.33	24.2	12.67	WSW
11	9	2017	 Campobasso, Guardialfiera e Termoli	22.33	17.53	19.37	NA	NA	79.33	15.93	10.2	S
12	9	2017	 Campobasso, Guardialfiera e Termoli	26.9	17.47	21.87	NA	NA	58.0	0.0	16.73	WSW
13	9	2017	 Campobasso, Guardialfiera e Termoli	24.63	16.2	20.23	NA	NA	60.33	0.0	7.73	ESE
14	9	2017	 Campobasso, Guardialfiera e Termoli	26.5	15.1	20.83	NA	NA	66.0	0.0	10.87	SSE
15	9	2017	 Campobasso, Guardialfiera e Termoli	27.03	16.7	21.73	NA	NA	67.33	0.0	8.47	SSE
16	9	2017	 Campobasso, Guardialfiera e Termoli	31.1	19.73	25.03	NA	NA	48.33	0.0	11.83	SSE
17	9	2017	 Campobasso, Guardialfiera e Termoli	25.6	15.67	21.43	NA	NA	63.33	0.4	11.23	SSE
18	9	2017	 Campobasso, Guardialfiera e Termoli	23.87	13.5	18.3	NA	NA	64.0	0.0	7.53	SSE
